組み合わせ,共起回数
"ジャン-Jean, ヤン-Jan, 為る",44
"ジャン-Jean, ヤン-Jan, 為る, 無い",60
"ジャン-Jean, 為る, 無い",52
"ジャン-Jean, 無い",40
"ジャン-Jean, ヤン-Jan, 無い",48
"ジャン-Jean, ヤン-Jan",46
"為る, 知事",42
"ディスる, 無い",35
"ディスる, 為る, 無い",41
"ディスる, 為る",41
"動画, 為る",46
"擁護, 無い",31
"擁護, 為る, 無い",60
"擁護, 為る",69
"擁護, 為る, 為る",51
"為る, 髪",30
"下げる, 為る",51
"名, 為る",47
"サトル, ノダ, 言う, 言う",32
"サトル, ノダ, 為る, 言う, 言う",58
"サトル, ノダ, 為る, 言う",85
"サトル, ノダ, 為る, 為る, 言う",75
"サトル, ノダ, 為る",65
"サトル, ノダ, 為る, 為る",63
"サトル, 言う",44
"サトル, 為る, 言う",67
"サトル, 為る",59
"サトル, 為る, 為る",57
"回す, 無い",30
"回す, 為る, 無い",30
"回す, 為る",42
"回す, 為る, 為る",35
"チャン-channel, 為る",40
"カー-car, チャン-channel, 為る",46
"カー-car, チャン-channel",43
"救急, 為る",46
"機会, 無い",48
"機会, 為る, 無い",69
"機会, 為る",54
"機会, 為る, 為る",72
"ストーリー-story, 無い",33
"ストーリー-story, 為る, 無い",33
"ストーリー-story, 為る",40
"代, 為る",42
"戦う, 言う",36
"戦う, 為る, 言う",33
"戦う, 為る",39
"点, 為る",42
"弦, 為る",31
"性格, 為る",70
"ゲン, ホシノ",38
"ゲン, ホシノ, 為る",56
"ゲン, 為る",53
"ゲン, 為る, 為る",60
"為る, 飛ぶ",37
"印象, 無い",33
"印象, 為る, 無い",41
"印象, 為る",44
"為る, 縞",41
"制度, 言う",34
"制度, 為る",34
"制度, 為る, 言う",35
"為る, 現代",45
"事実, 言う",30
"事実, 為る, 言う",33
"事実, 為る",52
"事実, 為る, 為る",41
"為る, 精神",53
"ジェンダー-gender, 為る",77
"為る, 突っ込み",36
"ヤン-Jan, 為る",32
"ヤン-Jan, 為る, 無い",44
"ヤン-Jan, 無い",39
"事態, 宣言, 緊急",41
"事態, 宣言, 為る, 緊急",74
"宣言, 為る, 緊急",54
"宣言, 為る, 為る, 緊急",56
"事態, 緊急",35
"事態, 為る, 緊急",55
"為る, 緊急",53
"為る, 為る, 緊急",45
"入院, 為る",88
"ググる, 為る",30
"無い, 環境",30
"為る, 無い, 環境",58
"為る, 環境",73
"為る, 為る, 環境",68
"傷, 為る",49
"敵, 為る",49
"為る, 無視",101
"為る, 課",44
"旅行, 為る",63
"為る, 繋がる",43
"上司, 為る",47
"狭い, 言う",32
"為る, 狭い, 言う",65
"為る, 狭い",57
"為る, 為る, 狭い",59
"事務, 為る",43
"きつい, 為る",33
"為る, 終わり",49
"為る, 生命",59
"悪, 為る",82
"無い, 祖父",30
"為る, 無い, 祖父",43
"為る, 祖父",48
"放る, 為る",54
"ロシア-Rossiya, 為る",39
"ポリ-poly, 為る",45
"効果, 為る",74
"人気, 為る",43
"仕舞い, 為る",55
"為る, 関わる",74
"為る, 無い, 考え",41
"為る, 無い, 考え, 言う",46
"無い, 考え, 言う",41
"無い, 考え, 言う, 言う",38
"考え, 言う",39
"為る, 考え, 言う",71
"為る, 考え",58
"為る, 為る, 考え",49
"カン, 為る",49
"地元, 為る",47
"データ-data, 為る",66
"引用, 言う",32
"引用, 為る, 言う",78
"引用, 為る",72
"引用, 為る, 為る",73
"為る, 鳥",39
"毎回, 為る",61
"アヤノ, ツヨシ",52
"トランス-trans, 言う",32
"トランス-trans, 為る, 言う",68
"トランス-trans, 差別",35
"トランス-trans, 差別, 為る",83
"トランス-trans, 為る",81
"トランス-trans, 為る, 為る",80
"為る, 直す",36
"其々, 為る",47
"中傷, 無い, 言う",39
"中傷, 為る, 無い, 言う",80
"中傷, 為る, 無い",71
"中傷, 為る, 為る, 無い",114
"中傷, 言う",45
"中傷, 為る, 言う",100
"中傷, 為る",73
"中傷, 為る, 為る",103
"為る, 通勤",54
"愛する, 為る",32
"教育, 無い",31
"教育, 言う",32
"教育, 為る, 言う",51
"教育, 為る",52
"教育, 為る, 為る",40
"無い, 能力",30
"為る, 無い, 能力",72
"為る, 能力",66
"為る, 為る, 能力",95
"引っ掛かる, 言う",32
"引っ掛かる, 為る, 言う",51
"引っ掛かる, 為る",48
"引っ掛かる, 為る, 為る",32
"コウムラ, 事, 事, 事, 事",30
"コウムラ, 事, 事, 事, 事, 為る",60
"コウムラ, 事, 事, 事, 事, 無い",90
"コウムラ, 事, 事, 事, 事, 為る, 無い",60
"コウムラ, 事, 事, 事, 為る",81
"コウムラ, 事, 事, 事, 為る, 無い",241
"コウムラ, 事, 事, 事, 為る, 為る",40
"コウムラ, 事, 事, 事, 為る, 為る, 無い",40
"コウムラ, 事, 事, 事, 無い",121
"コウムラ, 事, 事, 事, 無い, 無い",120
"コウムラ, 事, 事, 為る, 為る",33
"コウムラ, 事, 事, 為る, 為る, 無い",90
"コウムラ, 事, 事, 為る, 無い",195
"コウムラ, 事, 事, 為る, 無い, 無い",198
"コウムラ, 事, 事, 無い",105
"コウムラ, 事, 事, 無い, 無い",108
"コウムラ, 事, 為る",45
"コウムラ, 事, 為る, 無い",102
"コウムラ, 事, 無い",67
"コウムラ, 事, 無い, 無い",72
"コウムラ, 無い",35
"コウムラ, 為る, 無い",38
"コウムラ, 為る",38
"描写, 為る",66
"内容, 言う",32
"内容, 為る, 言う",31
"内容, 為る",64
"内容, 為る, 為る",51
"向ける, 言う",31
"向ける, 為る, 言う",59
"向ける, 為る",60
"向ける, 為る, 為る",54
"悲しい, 為る",34
"件, 無い, 言う",40
"件, 為る, 無い, 言う",80
"件, 為る, 無い",61
"件, 為る, 為る, 無い",58
"件, 言う",45
"件, 為る, 言う",81
"件, 為る",69
"件, 為る, 為る",62
"某, 為る",46
"メール-mail, 為る",68
"ゼロ-zero, 為る",31
"為る, 踊る",32
"手続き, 為る",55
"アピール-appeal, 無い",30
"アピール-appeal, 為る, 無い",58
"アピール-appeal, 言う",33
"アピール-appeal, 為る, 言う",54
"アピール-appeal, 為る",73
"アピール-appeal, 為る, 為る",61
"注意, 為る",64
"受け取る, 為る",60
"企業, 為る",64
"カルト-cult, 為る",77
"嫌悪, 為る",55
"専門, 為る",51
"消費, 税",37
"消費, 為る, 税",58
"為る, 税",50
"為る, 為る, 税",30
"要素, 言う",32
"無い, 要素, 言う",34
"無い, 要素",39
"為る, 無い, 要素",42
"為る, 要素",49
"為る, 為る, 要素",31
"為る, 血",30
"為る, 運転",43
"新しい, 為る",48
"晒す, 為る",53
"動物, 無い",34
"動物, 無い, 無い",31
"動物, 為る",41
"動物, 為る, 為る",30
"扱う, 無い, 言う",30
"扱う, 為る, 無い, 言う",44
"扱う, 為る, 無い",40
"扱う, 言う",37
"扱う, 為る, 言う",62
"扱う, 為る",66
"扱う, 為る, 為る",55
"為る, 繊細",49
"前提, 言う, 言う",34
"前提, 為る, 言う, 言う",48
"前提, 為る, 言う",66
"前提, 為る, 為る, 言う",30
"前提, 為る",56
"前提, 為る, 為る",46
"為る, 管理",75
"予約, 為る",63
"言う, 風呂",30
"学ぶ, 言う",31
"学ぶ, 為る",50
"学ぶ, 為る, 為る",36
"イン-in, 為る",43
"本, 薄い",30
"為る, 薄い",31
"為る, 自宅",43
"事, 傷付く",30
"事, 傷付く, 為る",38
"傷付く, 言う, 言う",30
"傷付く, 為る, 言う, 言う",35
"傷付く, 為る, 言う",49
"傷付く, 為る",64
"傷付く, 為る, 為る",80
"コウノ, 為る, 無能",52
"コウノ, タロウ, 為る, 無能",136
"コウノ, タロウ, 無能",79
"コウノ, タロウ, タロウ, 無能",86
"コウノ, 為る",42
"コウノ, タロウ, 為る",72
"コウノ, タロウ",66
"コウノ, タロウ, タロウ",48
"為る, 生",31
"為る, 返す",46
"文化, 言う",38
"文化, 為る, 言う",82
"文化, 為る",66
"文化, 為る, 為る",60
"主人, 無い",31
"主人, 為る",41
"叱る, 言う",30
"叱る, 為る, 言う",57
"叱る, 無い, 言う",30
"叱る, 為る, 無い, 言う",54
"叱る, 為る, 無い",51
"叱る, 為る, 為る, 無い",39
"叱る, 為る",73
"叱る, 為る, 為る",57
"為る, 車",40
"為る, 越える",44
"形, 為る, 無い",34
"形, 為る, 無い, 言う",42
"形, 無い, 言う",39
"形, 言う",40
"形, 為る, 言う",48
"形, 為る",70
"形, 為る, 為る",61
"不快, 無い, 無い",35
"不快, 為る, 無い, 無い",69
"不快, 為る, 無い",84
"不快, 為る, 為る, 無い",74
"不快, 為る",68
"不快, 為る, 為る",57
"為る, 落ち着く",43
"捜査, 為る",45
"為る, 絶望",50
"勝つ, 為る",50
"普段, 為る",79
"正気, 為る",36
"為る, 重い",33
"為る, 眺める",39
"抗議, 為る",82
"マイノリティー-minority, 事, 事, 事, 差別, 言う",46
"マイノリティー-minority, 事, 事, 事, 差別, 為る, 言う",218
"マイノリティー-minority, 事, 事, 差別, 為る, 言う",275
"マイノリティー-minority, 事, 事, 差別, 為る, 為る, 言う",526
"マイノリティー-minority, 事, 差別, 為る, 言う",174
"マイノリティー-minority, 事, 差別, 為る, 為る, 言う",314
"マイノリティー-minority, 差別, 無い, 言う",63
"マイノリティー-minority, 差別, 為る, 無い, 言う",301
"マイノリティー-minority, 差別, 無い, 無い, 言う",54
"マイノリティー-minority, 差別, 為る, 無い, 無い, 言う",54
"マイノリティー-minority, 差別, 為る, 言う",135
"マイノリティー-minority, 差別, 為る, 為る, 言う",256
"マイノリティー-minority, 事, 事, 事, 差別",34
"マイノリティー-minority, 事, 事, 事, 差別, 為る",170
"マイノリティー-minority, 事, 事, 差別, 為る",203
"マイノリティー-minority, 事, 事, 差別, 為る, 為る",418
"マイノリティー-minority, 事, 差別, 為る",131
"マイノリティー-minority, 事, 差別, 為る, 為る",252
"マイノリティー-minority, 差別, 無い, 無い",31
"マイノリティー-minority, 差別, 為る, 無い, 無い",135
"マイノリティー-minority, 差別, 為る, 無い",159
"マイノリティー-minority, 差別, 為る, 為る, 無い",308
"マイノリティー-minority, 差別, 為る",93
"マイノリティー-minority, 差別, 為る, 為る",162
"マイノリティー-minority, 事, 無い, 言う, 言う",47
"マイノリティー-minority, 事, 為る, 無い, 言う, 言う",118
"マイノリティー-minority, 事, 為る, 無い, 言う",194
"マイノリティー-minority, 事, 為る, 為る, 無い, 言う",216
"マイノリティー-minority, 事, 為る, 無い",104
"マイノリティー-minority, 事, 為る, 為る, 無い",129
"マイノリティー-minority, 無い, 言う, 言う",45
"マイノリティー-minority, 為る, 無い, 言う, 言う",119
"マイノリティー-minority, 為る, 無い, 言う",212
"マイノリティー-minority, 為る, 為る, 無い, 言う",299
"マイノリティー-minority, 為る, 無い",123
"マイノリティー-minority, 為る, 為る, 無い",186
"マイノリティー-minority, 事, 事, 事, 言う",36
"マイノリティー-minority, 事, 事, 事, 為る, 言う",158
"マイノリティー-minority, 事, 事, 為る, 言う",224
"マイノリティー-minority, 事, 事, 為る, 為る, 言う",382
"マイノリティー-minority, 事, 為る, 言う",186
"マイノリティー-minority, 事, 為る, 為る, 言う",266
"マイノリティー-minority, 為る, 言う",115
"マイノリティー-minority, 為る, 為る, 言う",158
"マイノリティー-minority, 事, 事",40
"マイノリティー-minority, 事, 事, 為る",150
"マイノリティー-minority, 事, 為る",132
"マイノリティー-minority, 事, 為る, 為る",200
"マイノリティー-minority, 為る",94
"マイノリティー-minority, 為る, 為る",128
"ダム-dam, 為る, 為る",41
"ダム-dam, ファン-fan（熱狂者）, 為る, 為る",43
"ダム-dam, ファン-fan（熱狂者）, 為る",58
"ダム-dam, ファン-fan（熱狂者）",55
"酒, 飲む",33
"無い, 言う, 言う, 配慮",34
"為る, 無い, 言う, 言う, 配慮",54
"為る, 無い, 言う, 配慮",78
"為る, 為る, 無い, 言う, 配慮",66
"為る, 無い, 配慮",57
"為る, 為る, 無い, 配慮",56
"言う, 配慮",46
"為る, 言う, 配慮",76
"為る, 配慮",70
"為る, 為る, 配慮",64
"言う, 零",39
"為る, 言う, 零",55
"為る, 零",47
"伝わる, 為る, 過ぎる",31
"伝わる, 細かい, 過ぎる",35
"伝わる, 細かい",35
"伝わる, 為る",61
"伝わる, 為る, 為る",60
"作者, 無い",31
"作者, 為る, 無い",45
"作者, 為る",53
"作者, 為る, 為る",47
"喋り, 無い",30
"喋り, 為る, 無い",36
"喋り, 為る",49
"喋り, 為る, 為る",36
"共, 為る",54
"為る, 逮捕",55
"行動, 言う",41
"為る, 行動, 言う",71
"為る, 行動",79
"為る, 為る, 行動",71
"為る, 謝る",53
"欄, 為る",37
"無い, 言う, 起こる",31
"為る, 無い, 言う, 起こる",36
"為る, 無い, 起こる",55
"為る, 為る, 無い, 起こる",40
"言う, 起こる",36
"為る, 言う, 起こる",44
"為る, 起こる",68
"為る, 為る, 起こる",47
"憎悪, 無い",31
"憎悪, 為る, 無い",81
"思う, 憎悪",34
"思う, 憎悪, 為る",83
"憎悪, 言う",34
"憎悪, 為る, 言う",66
"憎悪, 為る",102
"憎悪, 為る, 為る",101
"勤務, 時間, 為る",37
"勤務, 時間, 時間, 為る",65
"勤務, 時間, 時間",69
"勤務, 時間, 時間, 時間",82
"勤務, 為る",51
"勤務, 為る, 為る",32
"神経, 言う",33
"為る, 神経, 言う",60
"為る, 神経",62
"為る, 為る, 神経",41
"半端, 為る, 為る, 為る",34
"半端, 為る, 為る, 為る, 無い",44
"半端, 為る, 為る, 無い",50
"半端, 為る, 無い",55
"半端, 無い",62
"地震, 為る",37
"ださい, 為る",30
"堪る, 為る",45
"苦痛, 言う",31
"為る, 苦痛, 言う",46
"無い, 苦痛",37
"為る, 無い, 苦痛",48
"為る, 苦痛",58
"為る, 為る, 苦痛",40
"無い, 裏",30
"為る, 裏",39
"国家, 言う",33
"国家, 為る, 言う",44
"国家, 為る",46
"恋愛, 無い, 言う",36
"恋愛, 為る, 無い, 言う",75
"恋愛, 為る, 言う",51
"恋愛, 為る, 為る, 言う",46
"恋愛, 無い",36
"恋愛, 為る, 無い",61
"恋愛, 為る",59
"恋愛, 為る, 為る",44
"ケン, 為る",34
"意見, 無い",36
"意見, 為る, 無い",56
"意見, 言う",38
"意見, 為る, 言う",61
"意見, 為る",74
"意見, 為る, 為る",65
"使う, 使う, 有る, 税金",75
"使う, 使う, 有る, 無い, 税金",294
"使う, 有る, 無い, 税金",303
"使う, 有る, 無い, 無い, 税金",439
"有る, 無い, 税金",107
"有る, 無い, 無い, 税金",149
"使う, 税金",43
"使う, 無い, 税金",125
"為る, 為る, 税金",47
"為る, 為る, 無い, 税金",53
"為る, 無い, 税金",55
"為る, 無い, 無い, 税金",35
"無い, 税金",64
"無い, 無い, 税金",64
"為る, 職員",59
"リプ-replay, 為る",55
"言う, 賃金",30
"為る, 言う, 賃金",44
"上がる, 賃金",32
"上がる, 為る, 賃金",38
"為る, 賃金",56
"為る, 為る, 賃金",34
"紙, 買う",34
"為る, 紙",36
"ポイント-point, 為る",46
"冗談, 為る",49
"冗談, 為る, 無い",64
"冗談, 無い",50
"無い, 言う, 限る",35
"為る, 無い, 言う, 限る",55
"為る, 言う, 限る",40
"無い, 限る",34
"為る, 無い, 限る",49
"為る, 限る",56
"為る, 為る, 限る",34
"無い, 統一",31
"為る, 無い, 統一",50
"為る, 統一",70
